"","food.web","interaction","consumer","resource","mass","Genus","Family","Order","Class","Phylum","Kingdom","sp"
"6587",7,1,1394,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6588",45,1,1394,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6589",43,1,1394,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6590",17,1,741,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6591",9,1,741,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6592",7,1,1396,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6593",9,1,1397,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6594",2,1,1397,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6595",42,1,742,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6596",35,1,742,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6597",33,1,742,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6598",9,1,742,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6599",38,1,742,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6600",34,1,742,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6601",18,1,742,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6602",45,1,742,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6603",39,1,742,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6604",44,1,742,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6605",46,1,742,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6606",47,1,742,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6607",43,1,742,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6608",32,1,742,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6609",2,1,1400,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6610",19,1,1400,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6611",44,1,1400,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6612",32,1,1400,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6613",39,1,1400,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6614",43,1,1400,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6615",9,1,743,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6616",23,1,743,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6617",32,1,744,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6618",7,1,744,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6619",39,1,744,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6620",9,1,744,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6621",18,1,744,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6622",19,1,747,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6623",9,1,747,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6624",47,1,747,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6625",46,1,747,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6626",2,1,747,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6627",18,1,747,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6628",47,1,1451,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6629",17,1,1451,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6630",32,1,1451,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6631",38,1,1451,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6632",39,1,1451,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6633",46,1,1451,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6634",18,1,1451,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6635",35,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6636",33,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6637",39,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6638",23,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6639",44,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6640",34,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6641",48,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6642",19,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6643",7,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6644",17,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6645",46,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6646",18,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6647",38,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6648",42,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6649",45,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6650",32,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6651",9,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6652",37,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6653",47,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6654",43,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6655",2,1,1458,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6656",18,1,1469,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6657",19,1,1474,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6658",35,1,1495,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6659",45,1,757,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6660",48,1,757,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6661",39,1,757,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6662",17,1,757,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6663",23,1,757,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6664",47,1,1513,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6665",45,1,1513,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6666",43,1,1513,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6667",18,1,1513,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6668",44,1,1513,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6669",48,1,1513,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6670",42,1,1513,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6671",46,1,1513,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6672",32,1,1513,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6673",33,1,1513,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6674",9,1,1513,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6675",35,1,1513,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6676",7,1,1513,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6677",38,1,1513,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6678",19,1,758,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6679",33,1,758,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6680",34,1,758,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6681",37,1,758,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6682",46,1,1515,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6683",32,1,1515,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6684",47,1,1515,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6685",2,1,1516,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6686",23,1,1516,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6687",32,1,1516,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6688",18,1,1517,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6689",32,1,1517,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6690",7,1,1517,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6691",9,1,1517,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6692",32,1,1518,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6693",9,1,1518,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6694",2,1,1520,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6695",33,1,1520,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6696",19,1,1520,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6697",42,1,1520,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6698",32,1,1520,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6699",35,1,1520,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6700",19,1,1523,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6701",34,1,1523,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6702",47,1,1524,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6703",46,1,1524,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6704",19,1,1524,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6705",35,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6706",45,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6707",37,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6708",18,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6709",7,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6710",47,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6711",32,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6712",38,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6713",2,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6714",9,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6715",46,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6716",34,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6717",19,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6718",42,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6719",48,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6720",39,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6721",44,1,1526,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6722",2,1,1528,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6723",2,1,1529,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6724",47,1,1530,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6725",46,1,1530,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6726",42,1,1531,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6727",35,1,1531,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6728",38,1,1531,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6729",33,1,1531,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6730",19,1,1531,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6731",46,1,1532,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6732",47,1,1532,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6733",33,1,1532,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6734",35,1,1535,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6735",42,1,1535,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6736",35,1,1538,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6737",38,1,1538,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6738",19,1,1540,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6739",43,1,1541,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6740",35,1,1542,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6741",37,1,1542,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6742",17,1,1543,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6743",18,1,1544,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6744",35,1,1544,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6745",17,1,1544,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6746",42,1,1544,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6747",47,1,1546,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6748",18,1,1546,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6749",33,1,1547,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6750",19,1,1547,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6751",19,1,1548,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6752",32,1,1549,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6753",42,1,1555,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6754",37,1,1556,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6755",45,1,1556,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6756",38,1,1556,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6757",35,1,1556,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6758",42,1,1556,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6759",34,1,1556,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6760",43,1,1556,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6761",33,1,1557,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6762",42,1,1557,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6763",38,1,1558,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6764",35,1,1558,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6765",42,1,1558,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6766",34,1,1559,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6767",47,1,1559,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6768",46,1,1559,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6769",39,1,1559,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6770",34,1,1560,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6771",33,1,1560,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6772",34,1,1561,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6773",45,1,1561,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6774",43,1,1562,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6775",43,1,1564,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6776",38,1,1564,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6777",35,1,1566,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6778",35,1,1567,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6779",47,1,1570,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6780",38,1,1571,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6781",39,1,1574,800,0.175231136,"Atheta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Atheta sp. (juv)"
"6782",25,1,801,801,3.846050926,"Domene","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Domene scabricollis"
"6783",25,1,825,801,3.846050926,"Domene","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Domene scabricollis"
"6784",25,1,826,801,3.846050926,"Domene","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Domene scabricollis"
"6785",25,1,828,801,3.846050926,"Domene","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Domene scabricollis"
"6786",25,1,847,801,3.846050926,"Domene","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","Domene scabricollis"
