,ASV,unique_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Class_bold,Order_bold,Family_bold,Genus_bold,Species_bold,ID_bold,ID_level,BLAST_unique_ID,blast_Domain,blast_Phylum,blast_Class,blast_Order,blast_Family,blast_Genus,blast_Species
735,ASV_245,Sciaridae,Eukaryota,Arthropoda,Insecta,Diptera,Sciaridae,,,Insecta,Diptera,Sciaridae,Bradysia,Bradysia ocellaris,Bradysia ocellaris,Family,,,,,,,,
558,ASV_1,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
139,ASV_1017,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,,,,,,,Family,,,,,,,,
604,ASV_1035,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
605,ASV_1083,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
606,ASV_1086,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
568,ASV_113,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,,,,Araneae,Family,,,,,,,,
569,ASV_117,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,,,,Araneae,Family,,,,,,,,
137,ASV_118,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,,,,,,,Family,,,,,,,,
607,ASV_1194,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
608,ASV_1202,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
609,ASV_1237,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
610,ASV_1297,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
570,ASV_132,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
611,ASV_1326,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
612,ASV_1331,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
613,ASV_1418,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
571,ASV_149,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
140,ASV_1511,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,,,,,,,Family,,,,,,,,
614,ASV_1524,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
615,ASV_1526,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
616,ASV_1529,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
138,ASV_154,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,,,,,,,Family,,,,,,,,
572,ASV_155,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
573,ASV_156,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
617,ASV_1581,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
618,ASV_1633,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
619,ASV_1638,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
620,ASV_1642,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
621,ASV_1648,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
574,ASV_190,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
575,ASV_202,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
576,ASV_217,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
577,ASV_240,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
559,ASV_25,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
578,ASV_259,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
579,ASV_284,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
580,ASV_297,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
581,ASV_334,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
582,ASV_359,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
583,ASV_403,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
560,ASV_41,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
584,ASV_411,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
561,ASV_43,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
585,ASV_452,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
586,ASV_463,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
135,ASV_47,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,,,,,,,Family,,,,,,,,
587,ASV_475,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
588,ASV_480,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
589,ASV_481,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
590,ASV_512,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
591,ASV_523,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
592,ASV_541,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
562,ASV_56,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,,,,Araneae,Family,,,,,,,,
593,ASV_573,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
594,ASV_579,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
595,ASV_587,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
563,ASV_60,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
136,ASV_65,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,,,,,,,Family,,,,,,,,
564,ASV_71,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
565,ASV_72,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
596,ASV_724,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
597,ASV_736,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
566,ASV_75,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
598,ASV_767,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
599,ASV_777,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
600,ASV_788,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
601,ASV_809,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
602,ASV_822,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
603,ASV_844,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
567,ASV_85,Sparassidae,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,,,Arachnida,Araneae,Sparassidae,Heteropoda,Heteropoda venatoria,Heteropoda venatoria,Family,,,,,,,,
783,ASV_1519,Tettigoniidae,Eukaryota,Arthropoda,Insecta,Orthoptera,Tettigoniidae,,,Insecta,Orthoptera,Tettigoniidae,Conocephalus,Conocephalus saltator,Conocephalus saltator,Family,,,,,,,,
550,ASV_1010,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
116,ASV_1011,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
381,ASV_1026,non-diet,,,,,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
76,ASV_103,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
77,ASV_104,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
78,ASV_105,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
79,ASV_107,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
117,ASV_1106,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
80,ASV_111,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
122,ASV_119,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
389,ASV_120,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
390,ASV_122,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
118,ASV_1243,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
119,ASV_1244,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
81,ASV_129,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
129,ASV_1314,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
120,ASV_1388,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
121,ASV_1391,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
132,ASV_1417,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
133,ASV_1443,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
536,ASV_150,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
82,ASV_160,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
382,ASV_1628,non-diet,,,,,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
83,ASV_178,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
123,ASV_192,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
391,ASV_225,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
84,ASV_229,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
85,ASV_234,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
537,ASV_253,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,Scytodidae,Scytodes,Scytodes longipes,Scytodes longipes,Order,,,,,,,,
86,ASV_263,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
538,ASV_264,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
130,ASV_267,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
87,ASV_295,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
88,ASV_316,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
89,ASV_323,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
90,ASV_341,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
91,ASV_358,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
143,ASV_362,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
92,ASV_366,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
539,ASV_367,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
93,ASV_373,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
94,ASV_387,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
95,ASV_389,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
534,ASV_40,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
540,ASV_419,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
379,ASV_423,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
96,ASV_429,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
131,ASV_439,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
541,ASV_509,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
542,ASV_525,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
124,ASV_534,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
97,ASV_548,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
98,ASV_557,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
99,ASV_594,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
100,ASV_597,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
543,ASV_598,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
533,ASV_6,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
544,ASV_619,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
545,ASV_637,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
101,ASV_638,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
546,ASV_649,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
102,ASV_656,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
532,ASV_664,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
392,ASV_674,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
547,ASV_675,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
554,ASV_706,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,Araneidae,Neoscona,Neoscona theisi,Neoscona theisi,Order,,,,,,,,
125,ASV_709,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
126,ASV_714,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
103,ASV_723,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
104,ASV_732,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
548,ASV_743,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
127,ASV_752,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
105,ASV_759,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
106,ASV_760,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
107,ASV_770,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
549,ASV_819,Arachnida,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
108,ASV_847,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
535,ASV_86,Arachnida,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
109,ASV_863,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
110,ASV_871,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
393,ASV_879,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
75,ASV_90,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
111,ASV_913,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
112,ASV_914,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
380,ASV_925,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
388,ASV_93,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,Arachnida,Araneae,,,,Araneae,Order,,,,,,,,
128,ASV_942,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
113,ASV_969,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
114,ASV_971,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
115,ASV_978,Araneae,Eukaryota,Arthropoda,Arachnida,Araneae,,,,,,,,,,Order,,,,,,,,
467,ASV_1207,Ectobiidae,Eukaryota,Arthropoda,Insecta,Blattodea,Ectobiidae,,,Insecta,Blattodea,,,,Blattodea,Family,Blattodea,Eukaryota,Arthropoda,Insecta,Blattodea,,,
763,ASV_125,Blaberidae,Eukaryota,Arthropoda,Insecta,Blattodea,Blaberidae,,,Insecta,Blattodea,Blaberidae,Pycnoscelus indicus,,Pycnoscelus sp. B103,Family,Blattodea,Eukaryota,Arthropoda,Insecta,Blattodea,,,
345,ASV_1647,Blaberidae,Eukaryota,Arthropoda,Insecta,Blattodea,Blaberidae,,,,,,,,,Family,Blattodea,Eukaryota,Arthropoda,Insecta,Blattodea,,,
764,ASV_183,Blaberidae,Eukaryota,Arthropoda,Insecta,Blattodea,Blaberidae,,,Insecta,Blattodea,Blaberidae,Pycnoscelus indicus,Pycnoscelus surinamensis,Pycnoscelus surinamensis,Family,Blattodea,Eukaryota,Arthropoda,Insecta,Blattodea,,,
342,ASV_340,Blaberidae,Eukaryota,Arthropoda,Insecta,Blattodea,Blaberidae,,,,,,,,,Family,Blattodea,Eukaryota,Arthropoda,Insecta,Blattodea,,,
343,ASV_396,Blaberidae,Eukaryota,Arthropoda,Insecta,Blattodea,Blaberidae,,,,,,,,,Family,Blattodea,Eukaryota,Arthropoda,Insecta,Blattodea,,,
344,ASV_420,Blaberidae,Eukaryota,Arthropoda,Insecta,Blattodea,Blaberidae,,,,,,,,,Family,Blattodea,Eukaryota,Arthropoda,Insecta,Blattodea,,,
