Class,Family,Order,Group,Collection_Method,Plant,Date_Collected,Island,Site,Working_Name,Species_Name,Stage,Sex,Length_mm,Width_mm,Height_mm,Shape,Pi,Volume_mm3,Volume_ml,Mass_g,Mass_mg,Total_Mass_mg,Difference_Mass_Wieght,Femur.length.mm,Femur.width.mm,Femur.height.mm,Tibia.length.mm,Tibia.width.mm,Tibia.height.mm,Scale_Weight_mg,Scale,Box.Number,Column,Row,Notes,Measurer,Femur_Vol_mm3,Femur_Vol_ml,Femur_Mass_g,Femur_Mass_mg,Tibia_Vol_mm3,Tibia_Vol_ml,Tibia_Mass_g,Tibia_Mass_mg
Insecta,,Coleoptera,Coleoptera,Fogging,Scaev,28-Sep-16,Cooper,Scaev,Tiny.Ptilidae,Ptinella_sp_1,Adult,,0.4,0.2,0.1,Ellipsoid,3.141592,0.004188789,4.19E-06,4.61E-06,0.004607668,0.004607668,#DIV/0!,,,,,,,,,10,A,1,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,Tourn,23-Aug-16,Dudley,Tourn,Tiny.Ptilidae,Ptinella_sp_1,Adult,,0.5,0.3,0.1,Ellipsoid,3.141592,0.00785398,7.85E-06,8.64E-06,0.008639378,0.008639378,#DIV/0!,,,,,,,,,5,M,9,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PG,26-Aug-16,Eastern,PG3,Tiny.Ptilidae,Ptinella_sp_1,Adult,,0.5,0.2,0.1,Ellipsoid,3.141592,0.005235987,5.24E-06,5.76E-06,0.005759585,0.005759585,#DIV/0!,,,,,,,,,1,P,1,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,CN,24-Aug-16,Kaula,CN2,Tiny.Ptilidae,Ptinella_sp_1,Adult,,0.5,0.2,0.1,Ellipsoid,3.141592,0.005235987,5.24E-06,5.76E-06,0.005759585,0.005759585,#DIV/0!,,,,,,,,,2,N,3,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Berlese,PG,25-Sep-16,Leslie,PG5,Tiny.Ptilidae,Ptinella_sp_1,Adult,,0.5,0.2,0.1,Ellipsoid,3.141592,0.005235987,5.24E-06,5.76E-06,0.005759585,0.005759585,#DIV/0!,,,,,,,,,10,G,4,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PG,23-Aug-16,Papala,PG1,Tiny.Ptilidae,Ptinella_sp_1,Adult,,0.5,0.2,0.1,Ellipsoid,3.141592,0.005235987,5.24E-06,5.76E-06,0.005759585,0.005759585,#DIV/0!,,,,,,,,,4,A,5,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,-,3-Sep-16,Sand-PG1,,Tiny_Ptilidae,Ptinella_sp_1,Adult,,0.6,0.3,0.2,Ellipsoid,3.141592,0.018849552,1.88E-05,2.07E-05,0.020734507,0.020734507,,,,,,,,0.104,,1,A,3,,,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,-,18-Sep-16,Sand PG3,,Tiny_Ptilidae,Ptinella_sp_1,Adult,,0.6,0.3,0.2,Ellipsoid,3.141592,0.018849552,1.88E-05,2.07E-05,0.020734507,0.020734507,,,,,,,,0.018,,1,B,6,,,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,CN,28-Sep-16,Cooper,CN1,Hairy.brown.ladybug,Rhyzobius_lophanthae,Adult,,2,1.5,1.2,Hemispherical_Ellipsoid,3.141592,0.9424776,0.000942478,0.001036725,1.03672536,1.03672536,#DIV/0!,,,,,,,,,9,C,9,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Blacklight,ST,5-Aug-16,Ainsley,ST3,Rhyzobius.lophanthae,Rhyzobius_lophanthae,Adult,,2,1.2,0.7,Hemispherical_Ellipsoid,3.141592,0.43982288,0.000439823,0.000483805,0.483805168,0.483805168,#DIV/0!,,,,,,,,,4,C,4,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Branch Clipping,Berlese,17-Oct-16,Coo-TC3,,Hairy_brown_ladybug,Rhyzobius_lophanthae,Adult,,2,1.4,0.8,Hemispherical_Ellipsoid,3.141592,0.586430507,0.000586431,0.000645074,0.645073557,0.645073557,,,,,,,,1.208,,4,E,1,,,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Berlese BC,Tourn,28-Aug-16,Papala,Tourn 3,Hairy.brown.ladybug,Rhyzobius_lophanthae,Adult,,2.1,1.5,1,Hemispherical_Ellipsoid,3.141592,0.8246679,0.000824668,0.000907135,0.90713469,0.90713469,#DIV/0!,,,,,,,,,3,F,6,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,TA,10-Oct-16,Portsmouth,TA fog,Hairy.brown.ladybug,Rhyzobius_lophanthae,Adult,,2.1,1.5,1,Hemispherical_Ellipsoid,3.141592,0.8246679,0.000824668,0.000907135,0.90713469,0.90713469,#DIV/0!,,,,,,,,,6,C,2,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,Tourn,19-Sep-16,Castor,Tourn,Hairy.brown.ladybug,Rhyzobius_lophanthae,Adult,,2.2,1.5,1.1,Hemispherical_Ellipsoid,3.141592,0.95033158,0.000950332,0.001045365,1.045364738,1.045364738,#DIV/0!,,,,,,,,,6,F,6,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,TA,3-Oct-18,Kaula,TA2,Hairy.brown.ladybug,Rhyzobius_lophanthae,Adult,,2.2,1.5,1,Hemispherical_Ellipsoid,3.141592,0.8639378,0.000863938,0.000950332,0.95033158,0.95033158,#DIV/0!,,,,,,,,,5,K,9,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,TA,3-Oct-16,Kaula,TA2,Rhyzobius.lophanthae,Rhyzobius_lophanthae,Adult,,2.2,1.3,0.8,Hemispherical_Ellipsoid,3.141592,0.598996875,0.000598997,0.000658897,0.658896562,0.658896562,#DIV/0!,,,,,,,,,5,A,2,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,TA,15-Sep-16,Leslie,TA fog,Hairy.brown.ladybug,Rhyzobius_lophanthae,Adult,,2.3,1.2,1.1,Hemispherical_Ellipsoid,3.141592,0.794822776,0.000794823,0.000874305,0.874305054,0.874305054,#DIV/0!,,,,,,,,,9,P,3,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,CN,14-Sep-16,Paradise,CN2,Hairy.brown.ladybug,Rhyzobius_lophanthae,Adult,,2.4,1.2,1.2,Hemispherical_Ellipsoid,3.141592,0.904778496,0.000904778,0.000995256,0.995256346,0.995256346,#DIV/0!,,,,,,,,,3,O,4,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Blacklight,ST,27-Aug-16,Lost,ST5#2,Hairy.brown.ladybug,Rhyzobius_lophanthae,Adult,,2.7,1.7,1.3,Hemispherical_Ellipsoid,3.141592,1.562156622,0.001562157,0.001718372,1.718372284,1.718372284,#DIV/0!,,,,,,,,,8,O,3,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,TA2,3-Oct-16,Kaula-TA2,,Rhyzobius_lophanthae,Rhyzobius_lophanthae,Adult,,2.9,2.2,1.3,Hemispherical_Ellipsoid,3.141592,2.171363671,0.002171364,0.0023885,2.388500038,2.388500038,,,,,,,,2.341,,5,A,2,,,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Berlese Bui Box,Cocos litter,not listed,Cooper,CN3,Saprosites.pygmaeus,Saprosites_pygmaeus,Adult,,2.1,0.7,0.5,Ellipsoid,3.141592,0.38484502,0.000384845,0.00042333,0.423329522,0.423329522,#DIV/0!,,,,,,,,,2,K,6,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,Scaev,28-Sep-16,Cooper,Scaev 1,Saprosites.pygmaeus,Saprosites_pygmaeus,Adult,,2.2,0.8,0.6,Ellipsoid,3.141592,0.552920192,0.00055292,0.000608212,0.608212211,0.608212211,#DIV/0!,,,,,,,,,7,A,4,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Berlese Bui Box,Cocos litter,7-Sep-16,Paradise,CN5,Saprosites.pygmaeus,Saprosites_pygmaeus,Adult,,2.4,0.8,0.5,Ellipsoid,3.141592,0.50265472,0.000502655,0.00055292,0.552920192,0.552920192,#DIV/0!,,,,,,,,,2,M,2,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,Scaev1,28-Sep-16,Cooper,,Saprosites_pygamaeus,Saprosites_pygmaeus,Adult,,3.3,1.2,0.8,Ellipsoid,3.141592,1.658760576,0.001658761,0.001824637,1.824636634,1.824636634,,,,,,,,2.103,,6,A,4,,,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Hand,CN,30-Sep-16,Bunker,CN2,Golden.Ladybug,Scymnus_sp_1,Adult,,0.9,0.5,0.3,Hemispherical_Ellipsoid,3.141592,0.03534291,3.53E-05,3.89E-05,0.038877201,0.038877201,#DIV/0!,,,,,,,,,7,P,6,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,BC,Asplenium,15-Oct-16,Castor,Aspl 1,Golden.Ladybug,Scymnus_sp_1,Adult,,0.9,0.6,0.3,Hemispherical_Ellipsoid,3.141592,0.042411492,4.24E-05,4.67E-05,0.046652641,0.046652641,#DIV/0!,,,,,,,,,4,K,2,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PG,18-Sep-16,Sand,PG3,Golden.Ladybug,Scymnus_sp_1,Adult,,1,0.5,0.4,Hemispherical_Ellipsoid,3.141592,0.052359867,5.24E-05,5.76E-05,0.057595853,0.057595853,#DIV/0!,,,,,,,,,1,B,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,BC,Asplenium,13-Oct-16,Paradise,Aspl ,Small.Striated.Cerylonid,Scymnus_sp_1,Adult,,1,0.6,0.5,Hemispherical_Ellipsoid,3.141592,0.0785398,7.85E-05,8.64E-05,0.08639378,0.08639378,#DIV/0!,,,,,,,,,7,M,4,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,BC,PG,30-Sep-16,Cooper,PG3,Small.Striated.Cerylonid,Scymnus_sp_1,Adult,,1.2,0.6,0.5,Hemispherical_Ellipsoid,3.141592,0.09424776,9.42E-05,0.000103673,0.103672536,0.103672536,#DIV/0!,,,,,,,,,10,F,5,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Berlese macro,NO,20-Aug-16,Lost,NO2,Small.Striated.Cerylonid,Scymnus_sp_1,Adult,,1.2,0.6,0.5,Hemispherical_Ellipsoid,3.141592,0.09424776,9.42E-05,0.000103673,0.103672536,0.103672536,#DIV/0!,,,,,,,,,3,B,2,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,CN,24-Aug-16,Kaula,CN3,Golden.Ladybug,Scymnus_sp_1,Adult,,1.3,0.6,0.6,Hemispherical_Ellipsoid,3.141592,0.122522088,0.000122522,0.000134774,0.134774297,0.134774297,#DIV/0!,,,,,,,,,2,E,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PF,28-Sep-16,Cooper,PF3,Golden.Ladybug,Scymnus_sp_1,Adult,,1.4,0.7,0.5,Hemispherical_Ellipsoid,3.141592,0.128281673,0.000128282,0.00014111,0.141109841,0.141109841,#DIV/0!,,,,,,,,,6,M,8,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Berlese BC,Asplenium,10-Oct-16,Eastern,Aspl 2,Golden.Ladybug,Scymnus_sp_1,Adult,,1.4,0.7,0.5,Hemispherical_Ellipsoid,3.141592,0.128281673,0.000128282,0.00014111,0.141109841,0.141109841,#DIV/0!,,,,,,,,,1,E,9,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PF,28-Sep-16,Cooper,PF3,Golden.Ladybug,Scymnus_sp_1,Adult,,1.4,0.7,0.5,Hemispherical_Ellipsoid,3.141592,0.128281673,0.000128282,0.00014111,0.141109841,0.141109841,#DIV/0!,,,,,,,,,10,C,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PF,28-Sep-16,Cooper,PF3,Golden.Ladybug,Scymnus_sp_1,Adult,,1.4,0.7,0.4,Hemispherical_Ellipsoid,3.141592,0.102625339,0.000102625,0.000112888,0.112887873,0.112887873,#DIV/0!,,,,,,,,,10,C,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PF,28-Sep-16,Cooper,PF3,Golden.Ladybug,Scymnus_sp_1,Adult,,1.4,0.7,0.4,Hemispherical_Ellipsoid,3.141592,0.102625339,0.000102625,0.000112888,0.112887873,0.112887873,#DIV/0!,,,,,,,,,10,C,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,Tourn4,14-Sep-16,Paradise,,Small_Striated_Cerylonid,Scymnus_sp_1,Adult,,1.4,0.8,0.4,Hemispherical_Ellipsoid,3.141592,0.117286101,0.000117286,0.000129015,0.129014711,0.129014711,,,,,,,,0.282,,6,E,3,,,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,Pisonia,17-Sep-16,Dudley,Pisonia,Golden.Ladybug,Scymnus_sp_1,Adult,,1.5,1,0.6,Hemispherical_Ellipsoid,3.141592,0.2356194,0.000235619,0.000259181,0.25918134,0.25918134,#DIV/0!,,,,,,,,,5,B,6,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Bui Box,Cocos litter,13-Sep-16,HOS,ST4,Golden.Ladybug,Scymnus_sp_1,Adult,,1.5,0.8,0.6,Hemispherical_Ellipsoid,3.141592,0.18849552,0.000188496,0.000207345,0.207345072,0.207345072,#DIV/0!,,,,,,,,,4,F,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PF fog,15-Sep-16,Paradise,PF fog,Golden.Ladybug,Scymnus_sp_1,Adult,,1.5,0.7,0.4,Hemispherical_Ellipsoid,3.141592,0.10995572,0.000109956,0.000120951,0.120951292,0.120951292,#DIV/0!,,,,,,,,,6,D,2,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PF,28-Sep-16,Cooper,PF3,Golden.Ladybug,Scymnus_sp_1,Adult,,1.5,0.7,0.5,Hemispherical_Ellipsoid,3.141592,0.13744465,0.000137445,0.000151189,0.151189115,0.151189115,#DIV/0!,,,,,,,,,10,C,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PF,28-Sep-16,Cooper,PF3,Golden.Ladybug,Scymnus_sp_1,Adult,,1.5,0.6,0.5,Hemispherical_Ellipsoid,3.141592,0.1178097,0.00011781,0.000129591,0.12959067,0.12959067,#DIV/0!,,,,,,,,,10,C,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PF,28-Sep-16,Cooper,PF3,Golden.Ladybug,Scymnus_sp_1,Adult,,1.5,0.7,0.5,Hemispherical_Ellipsoid,3.141592,0.13744465,0.000137445,0.000151189,0.151189115,0.151189115,#DIV/0!,,,,,,,,,10,C,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PF,28-Sep-16,Cooper,PF3,Golden.Ladybug,Scymnus_sp_1,Adult,,1.5,0.7,0.5,Hemispherical_Ellipsoid,3.141592,0.13744465,0.000137445,0.000151189,0.151189115,0.151189115,#DIV/0!,,,,,,,,,10,C,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PF,28-Sep-16,Cooper,PF3,Golden.Ladybug,Scymnus_sp_1,Adult,,1.5,0.7,0.6,Hemispherical_Ellipsoid,3.141592,0.16493358,0.000164934,0.000181427,0.181426938,0.181426938,#DIV/0!,,,,,,,,,10,C,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PF,28-Sep-16,Cooper,PF3,Golden.Ladybug,Scymnus_sp_1,Adult,,1.5,0.8,0.6,Hemispherical_Ellipsoid,3.141592,0.18849552,0.000188496,0.000207345,0.207345072,0.207345072,#DIV/0!,,,,,,,,,10,C,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Branch Clipping,Berlese,13-Oct-16,Par-PF2,,Golden_Lady_Bug,Scymnus_sp_1,Adult,,1.5,1,0.5,Hemispherical_Ellipsoid,3.141592,0.1963495,0.00019635,0.000215984,0.21598445,0.21598445,,,,,,,,0.235,,4,C,8,,,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,Tourn4,14-Sep-16,Paradise,,Small_Striated_Cerylonid,Scymnus_sp_1,Adult,,1.5,0.9,0.4,Hemispherical_Ellipsoid,3.141592,0.14137164,0.000141372,0.000155509,0.155508804,0.155508804,,,,,,,,0.401,,6,E,3,,,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PF,28-Sep-16,Cooper,PF3,Golden.Ladybug,Scymnus_sp_1,Adult,,1.6,0.8,0.6,Hemispherical_Ellipsoid,3.141592,0.201061888,0.000201062,0.000221168,0.221168077,0.221168077,#DIV/0!,,,,,,,,,10,C,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Berlese Bui Box,PF litter,30-Aug-16,Whippoorwill,PF4,Golden.Ladybug,Scymnus_sp_1,Adult,,1.9,0.8,0.6,Hemispherical_Ellipsoid,3.141592,0.238760992,0.000238761,0.000262637,0.262637091,0.262637091,#DIV/0!,,,,,,,,,3,C,2,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,,,,,,4-spotted.ladybug,Sticholotis_ruficeps,Adult,,1.3,1,0.6,Ellipsoid,3.141592,0.40840696,0.000408407,0.000449248,0.449247656,0.449247656,57,,,,,,,1.0422,Micro,2,C,6,,SM,,,,,,,,
Insecta,,Coleoptera,Coleoptera,,,,,,4-spotted.ladybug,Sticholotis_ruficeps,Adult,,1.7,1.3,0.8,Ellipsoid,3.141592,0.925722443,0.000925722,0.001018295,1.018294687,1.018294687,18,,,,,,,1.2358,Micro,4,P,4,,SM,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,CN,4-Sep-16,Cooper,CN5,4-spotted.ladybug,Sticholotis_ruficeps,Adult,,1.7,1.4,0.8,Ellipsoid,3.141592,0.996931861,0.000996932,0.001096625,1.096625047,1.096625047,#DIV/0!,,,,,,,,,9,I,9,found acari- transferred to mis-ID box 1 A5,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,,,,,,4-Spotted.Beetle,Sticholotis_ruficeps,Adult,,1.8,1.2,0.7,Ellipsoid,3.141592,0.791681184,0.000791681,0.000870849,0.870849302,0.870849302,38,,,,,,,1.4001,Micro,2,G,6,,SM,,,,,,,,
Insecta,,Coleoptera,Coleoptera,,,,,,4-spotted.ladybug,Sticholotis_ruficeps,Adult,,1.8,1.3,1,Ellipsoid,3.141592,1.22522088,0.001225221,0.001347743,1.347742968,1.347742968,12,,,,,,,1.5333,Micro,5,G,9,,SM,,,,,,,,
Insecta,,Coleoptera,Coleoptera,,,,,,4-spotted.ladybug,Sticholotis_ruficeps,Adult,,1.8,1.4,0.8,Ellipsoid,3.141592,1.055574912,0.001055575,0.001161132,1.161132403,1.161132403,-44,,,,,,,0.8079,Micro,5,A,4,,SM,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,CN,26-Sep-16,Kaula,CN6,4-spotted.ladybug,Sticholotis_ruficeps,Adult,,1.8,1.3,1.2,Ellipsoid,3.141592,1.470265056,0.001470265,0.001617292,1.617291562,1.617291562,#DIV/0!,,,,,,,,,9,N,9,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,,,,,,4-spotted.ladybug,Sticholotis_ruficeps,Adult,,1.9,1.2,0.8,Ellipsoid,3.141592,0.955043968,0.000955044,0.001050548,1.050548365,1.050548365,30,,,,,,,1.504,Micro,2,B,6,,SM,,,,,,,,
Insecta,,Coleoptera,Coleoptera,,,,,,4-spotted.ladybug,Sticholotis_ruficeps,Adult,,1.9,1.3,1,Ellipsoid,3.141592,1.293288707,0.001293289,0.001422618,1.422617577,1.422617577,-8,,,,,,,1.3151,Micro,5,G,9,,SM,,,,,,,,
Insecta,,Coleoptera,Coleoptera,,,,,,4-spotted.ladybug,Sticholotis_ruficeps,Adult,,1.9,1.2,1,Ellipsoid,3.141592,1.19380496,0.001193805,0.001313185,1.313185456,1.313185456,-27,,,,,,,1.0377,Micro,5,E,2,,SM,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,N/A,24-Aug-16,KAU-CN4,,4-spotted.ladybug,Sticholotis_ruficeps,Adult,,2,1.7,1,Ellipsoid,3.141592,1.780235467,0.001780235,0.001958259,1.958259013,1.958259013,,,,,,,,1.405,,2,G,6,,,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,Tourn,14-Sep-16,Paradise-CN3,,4-spotted.ladybug,Sticholotis_ruficeps,Adult,,2.2,1.2,1,Ellipsoid,3.141592,1.38230048,0.0013823,0.001520531,1.520530528,1.520530528,,,,,,,,1.189,,5,E,2,,,,,,,,,,
Insecta,,Coleoptera,Coleoptera,macro,NO,6-Sep-16,Paradise,NO5,Brown.paederini,Sunius_sp_1,Adult,,2.2,0.4,0.2,Rectangular_Prism,3.141592,0.176,0.000176,0.0001936,0.1936,0.1936,#DIV/0!,,,,,,,,,10,F,9,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,BC,Asplenium,6-Oct-16,Dudley,Aspl 1,Brown.paederini,Sunius_sp_1,Adult,,2.6,0.6,0.3,Rectangular_Prism,3.141592,0.468,0.000468,0.0005148,0.5148,0.5148,#DIV/0!,,,,,,,,,7,O,2,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,Scaev,28-Sep-16,Cooper,Scaev 1,Brown.paederini,Sunius_sp_1,Adult,,2.7,0.6,0.3,Rectangular_Prism,3.141592,0.486,0.000486,0.0005346,0.5346,0.5346,#DIV/0!,,,,,,,,,7,B,3,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,Scaev,28-Sep-16,Cooper,Scaev 1,Brown.paederini,Sunius_sp_1,Adult,,2.7,0.6,0.3,Rectangular_Prism,3.141592,0.486,0.000486,0.0005346,0.5346,0.5346,#DIV/0!,,,,,,,,,8,A,5,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,Pisonia 1,17-Sep-16,Dudley- Pisonia1,,Brown.paederini,Sunius_sp_1,Adult,,2.7,0.6,0.5,Rectangular_Prism,3.141592,0.81,0.00081,0.000891,0.891,0.891,,,,,,,,0.381,,5,D,4,,,,,,,,,,
Insecta,,Coleoptera,Coleoptera,BC,Asplenium,6-Oct-16,Dudley,Aspl 1,Brown.paederini,Sunius_sp_1,Adult,,2.8,0.5,0.3,Rectangular_Prism,3.141592,0.42,0.00042,0.000462,0.462,0.462,#DIV/0!,,,,,,,,,7,O,2,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,BC,Asplenium,6-Oct-16,Dudley,Aspl 1,Brown.paederini,Sunius_sp_1,Adult,,2.8,0.4,0.3,Rectangular_Prism,3.141592,0.336,0.000336,0.0003696,0.3696,0.3696,#DIV/0!,,,,,,,,,7,O,2,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Berlese BC,PF,8-Oct-16,Strawn,PF2,Brown.paederini,Sunius_sp_1,Adult,,2.8,0.5,0.3,Rectangular_Prism,3.141592,0.42,0.00042,0.000462,0.462,0.462,#DIV/0!,,,,,,,,,3,H,1,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,,,,,,Brown.paederini,Sunius_sp_1,Adult,,2.9,0.6,0.3,Ellipsoid,3.141592,0.273318504,0.000273319,0.00030065,0.300650354,0.300650354,-56,,,,,,,0.1933,Micro,5,C,5,,RY,,,,,,,,
Insecta,,Coleoptera,Coleoptera,BC,Asplenium,6-Oct-16,Dudley,Aspl 1,Brown.paederini,Sunius_sp_1,Adult,,2.9,0.4,0.3,Rectangular_Prism,3.141592,0.348,0.000348,0.0003828,0.3828,0.3828,#DIV/0!,,,,,,,,,7,O,2,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,,,,,,Brown.paederini,Sunius_sp_1,Adult,,3.8,0.5,0.4,Ellipsoid,3.141592,0.397934987,0.000397935,0.000437728,0.437728485,0.437728485,-43,,,,,,,0.3052,Micro,5,D,4,,RY,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,-,11-Sep-16,Sand-tourn1,,Sybra_alternans,Sybra_alternans,Adult,,6.7,1.7,1.6,Ellipsoid,3.141592,9.542062101,0.009542062,0.010496268,10.49626831,10.49626831,,,,,,,,10.432,,1,C,9,,,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,Tourn near PG6,27-Aug-16,Eastern,PG6,Sybra.alternans,Sybra_alternans,Adult,,9.2,2.2,2.2,Ellipsoid,3.141592,23.31480143,0.023314801,0.025646282,25.64628157,25.64628157,15,,,,,,,30,big scale,1,H,2,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,Tourn,19-Sep-16,Castor,Tourn,Sybra.alternans,Sybra_alternans,Adult,,9.3,2.5,2.5,Ellipsoid,3.141592,30.4341725,0.030434173,0.03347759,33.47758975,33.47758975,-12,,,,,,,30,big scale,6,F,5,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,TA,10-Sep-16,Cooper,TA,Sybra.alternans,Sybra_alternans,Adult,,9.4,2.8,2.6,Ellipsoid,3.141592,35.83090396,0.035830904,0.039413994,39.41399435,39.41399435,-31,,,,,,,30,big scale,3,K,9,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,Pisonia,17-Sep-16,Dudley,Pisonia,Sybra.alternans,Sybra_alternans,Adult,,9.6,2.8,2.4,Ellipsoid,3.141592,33.77839718,0.033778397,0.037156237,37.1562369,37.1562369,-24,,,,,,,30,big scale,5,C,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,CN,26-Sep-16,Kaula,CN6,Short.Orange.Pselaphine,Thesiastes_femoratus,Adult,,0.8,0.2,0.1,Rectangular_Prism,3.141592,0.016,0.000016,0.0000176,0.0176,0.0176,#DIV/0!,,,,,,,,,10,E,4,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Fogging,PG,21-Aug-16,Whippoorwill,PG2,Short.Orange.Pselaphine,Thesiastes_femoratus,Adult,,0.8,0.2,0.1,Rectangular_Prism,3.141592,0.016,0.000016,0.0000176,0.0176,0.0176,#DIV/0!,,,,,,,,,6,H,7,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Berlese Bui Box,Cocos litter,7-Sep-16,Paradise,CN5,Short.Orange.Pselaphine,Thesiastes_femoratus,Adult,,0.9,0.2,0.1,Rectangular_Prism,3.141592,0.018,0.000018,0.0000198,0.0198,0.0198,#DIV/0!,,,,,,,,,2,O,4,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,macro,NO,2-Sep-16,Sand,NO3,Short.Orange.Pselaphine,Thesiastes_femoratus,Adult,,0.9,0.2,0.1,Rectangular_Prism,3.141592,0.018,0.000018,0.0000198,0.0198,0.0198,#DIV/0!,,,,,,,,,7,L,1,,KP,,,,,,,,
Insecta,,Coleoptera,Coleoptera,Berlese Bui box,Cocos litter,7-Sep-16,Paradise,CN5,unknown.staphylinid,Thesiastes_femoratus,Adult,,0.9,0.3,0.2,Rectangular_Prism,3.141592,0.054,0.000054,0.0000594,0.0594,0.0594,#DIV/0!,,,,,,,,,2,M,1,,KP,,,,,,,,
