Spider no	Site	Date	Month	Identity	Sex	Age	Predation events	Pepred	Weight	Aqua	Terr	Chir	Aqu	Det	Pred	Herb	Leps	Cole	Hete	Coll	Anthomyidae	Bibionidae	Ceratopogonidae	Chironomidae	Chloropidae	Coelopidae	Culicidae	Dolichopodidae	Drosophilidae	Empididae	Ephydridae	Lonchopteridae	Muscidae	Opomyzidae	Phoridae	Scathophagidae	Scatopsidae	Sphaeroceridae	Collembola	Heteroptera	Coleoptera	Lepidoptera
Spindel_256	Rohalla	150712	7	Pardosa agricola	f	ad	6	5	0.7	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1
Spindel_257	Skarlov	150803	8	Pardosa sp	x	juv	2	2	0.05	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_258	Skarlov	150803	8	Pardosa sp	x	juv	2	2	0.05	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_259	Skarlov	150803	8	Pardosa sp	x	juv	7	7	0.05	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0
Spindel_260	Skarlov	150803	8	Pardosa sp	x	juv	3	3	0.05	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_261	Skarlov	150803	8	Pardosa sp	x	juv	5	5	0.05	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
Spindel_262	Skarlov	150803	8	Pardosa sp	x	juv	5	5	0.05	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Spindel_263	Skarlov	150803	8	Pardosa sp	x	juv	4	4	0.05	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_264	Skarlov	150803	8	Pardosa sp	x	juv	2	2	0.05	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_265	Skarlov	150803	8	Pardosa sp	x	juv	2	2	0.05	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Spindel_266	Skarlov	150803	8	Pardosa sp	x	juv	2	2	0.05	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Spindel_267	Skarlov	150803	8	Pardosa sp	x	juv	8	8	0.05	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0
Spindel_268	Skarlov	150803	8	Pardosa sp	x	juv	4	4	0.05	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
Spindel_269	Skarlov	150803	8	Pardosa sp	f	subad	2	2	0.3	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_270	Skarlov	150803	8	Pardosa sp	x	juv	2	2	0.05	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_271	Skarlov	150803	8	Pardosa sp	x	juv	3	3	0.05	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Spindel_272	Skarlov	150803	8	Pardosa sp	x	juv	1	1	0.05	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_273	Skarlov	150803	8	Pardosa sp	x	juv	7	6	0.1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0
Spindel_274	Skarlov	150803	8	Pardosa sp	x	juv	2	2	0.05	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Spindel_275	Skarlov	150803	8	Pardosa sp	x	juv	6	6	0.05	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
Spindel_276	Skarlov	150803	8	Pardosa sp	x	juv	3	3	0.05	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_277	ventlinge	150803	8	Pardosa sp	x	juv	1	1	0.5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_278	ventlinge	150803	8	Pardosa sp	x	juv	1	1	0.6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_279	ventlinge	150803	8	Pardosa sp	x	juv	1	1	0.2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_280	ventlinge	150803	8	Pardosa sp	x	juv	2	2	0.1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spindel_281	ventlinge	150803	8	Pardosa sp	x	juv	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_282	ventlinge	150803	8	Pardosa sp	x	juv	5	5	0.3	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Spindel_283	ventlinge	150803	8	Pardosa sp	x	juv	4	4	0.05	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_284	ventlinge	150803	8	Pardosa sp	x	juv	2	2	0.2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_285	ventlinge	150803	8	Pardosa sp	x	juv	2	2	0.05	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spindel_286	ventlinge	150803	8	Pardosa sp	x	juv	3	3	0.4	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_287	ventlinge	150803	8	Pardosa sp	x	juv	3	3	0.2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_288	ventlinge	150803	8	Pardosa sp	x	juv	1	1	0.3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spindel_289	ventlinge	150803	8	Pardosa sp	x	juv	2	2	0.3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_290	ventlinge	150803	8	Pardosa sp	x	juv	1	1	0.05	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_291	ventlinge	150803	8	Pardosa sp	x	juv	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_292	ventlinge	150803	8	Pardosa sp	x	juv	2	2	0.05	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_293	ventlinge	150803	8	Pardosa sp	x	juv	1	1	0.05	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_294	ventlinge	150803	8	Pardosa sp	x	juv	2	2	0.05	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_295	ventlinge	150803	8	Pardosa sp	x	juv	2	2	0.05	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_296	ventlinge	150803	8	Pardosa sp	x	juv	1	1	0.3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_297	ventlinge	150803	8	Pardosa sp	x	juv	2	2	0.05	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spindel_298	ventlinge	150803	8	Pardosa sp	x	juv	2	2	0.05	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_299	S om Byxelkrok	150804	8	Pardosa sp	x	juv	1	0	0.3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_300	Hogby fyr	150804	8	Pardosa sp	x	juv	2	2	0.05	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_301	Hogby fyr	150804	8	Pardosa sp	x	juv	4	4	0.05	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
Spindel_302	Hogby fyr	150804	8	Pardosa sp	x	juv	1	1	0.2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_303	Hogby fyr	150804	8	Pardosa sp	x	juv	1	1	0.05	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_304	Hogby fyr	150804	8	Pardosa sp	m	subad	1	1	0.3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_305	Hogby fyr	150804	8	Pardosa sp	m	subad	3	2	0.6	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_306	Hogby fyr	150804	8	Pardosa sp	x	juv	2	2	0.05	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_307	Hogby fyr	150804	8	Pardosa sp	x	juv	4	4	0.3	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_308	Hogby fyr	150804	8	Pardosa sp	x	juv	1	1	0.4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_309	S om Byxelkrok	150804	8	Pardosa sp	x	juv	1	1	0.05	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_310	Hogby fyr	150804	8	Pardosa sp	x	juv	1	1	0.05	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_311	S om Byxelkrok	150804	8	Pardosa prativaga	f	ad	1	1	0.9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_312	S om Byxelkrok	150804	8	Pardosa prativaga	f	ad	1	1	1.3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_313	Hogby fyr	150804	8	Pardosa sp	x	juv	2	2	0.05	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_314	Fagerror	150804	8	Pardosa sp	x	juv	2	2	0.1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_315	Fagerror	150804	8	Pardosa sp	x	juv	3	3	0.3	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Spindel_316	Fagerror	150804	8	Pardosa sp	f	subad	4	4	0.4	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Spindel_317	Fagerror	150804	8	Pardosa sp	x	juv	3	3	0.05	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_318	Fagerror	150804	8	Pardosa sp	x	juv	1	1	0.1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_319	Fagerror	150804	8	Pardosa sp	x	juv	2	2	0.05	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Spindel_320	Fagerror	150804	8	Pardosa sp	x	juv	2	2	0.05	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_321	Fagerror	150804	8	Pardosa sp	x	juv	2	2	0.05	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_322	Fagerror	150804	8	Pardosa sp	x	juv	3	3	0.1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spindel_323	Fagerror	150804	8	Pardosa sp	f	subad	1	1	0.7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_324	Fagerror	150804	8	Pardosa sp	f	subad	7	7	0.9	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_325	Fagerror	150804	8	Pardosa sp	f	subad	8	8	1.1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_326	Fagerror	150804	8	Pardosa sp	x	juv	2	2	0.05	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_327	Fagerror	150804	8	Pardosa sp	x	juv	5	5	0.05	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
Spindel_328	Fagerror	150804	8	Pardosa sp	x	juv	3	3	0.6	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_329	Fagerror	150804	8	Pardosa sp	x	juv	4	4	0.05	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
Spindel_330	Fagerror	150804	8	Pardosa sp	x	juv	3	3	0.05	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_331	Fagerror	150804	8	Pardosa sp	x	juv	3	3	0.05	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_332	Hogby fyr	150904	9	Pardosa sp	f	subad	1	1	0.4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_333	Hogby fyr	150904	9	Pardosa sp	f	subad	4	3	0.6	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_334	Hogby fyr	150904	9	Pardosa sp	m	subad	6	6	0.6	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1
Spindel_335	Hogby fyr	150904	9	Pardosa sp	m	subad	3	2	0.4	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_336	Hogby fyr	150904	9	Pardosa sp	f	subad	3	3	0.5	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_337	Hogby fyr	150904	9	Pardosa sp	f	subad	2	2	0.4	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_338	Hogby fyr	150904	9	Pardosa sp	m	subad	3	3	0.3	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Spindel_339	Hogby fyr	150904	9	Pardosa sp	f	subad	3	2	0.4	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Spindel_340	Hogby fyr	150904	9	Pardosa sp	m	subad	2	2	0.5	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_341	Hogby fyr	150904	9	Pardosa sp	m	subad	5	5	0.6	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_342	Hogby fyr	150904	9	Pardosa sp	x	juv	5	5	0.7	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_343	Hogby fyr	150904	9	Pardosa sp	x	juv	3	3	0.4	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_344	Hogby fyr	150904	9	Pardosa sp	m	subad	2	2	0.6	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_345	Hogby fyr	150904	9	Pardosa sp	x	juv	4	4	0.1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Spindel_346	Hogby fyr	150904	9	Pardosa sp	m	subad	2	2	0.3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_347	Hogby fyr	150904	9	Pardosa sp	x	juv	3	3	0.5	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_348	Hogby fyr	150904	9	Pardosa sp	m	subad	5	5	0.5	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Spindel_349	Hogby fyr	150904	9	Pardosa sp	x	juv	5	4	0.5	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0
Spindel_350	Hogby fyr	150904	9	Pardosa sp	m	subad	4	4	0.9	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
Spindel_351	Hogby fyr	150904	9	Pardosa sp	m	subad	6	6	0.7	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Spindel_352	Hogby fyr	150904	9	Pardosa sp	f	subad	1	1	0.5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_353	Hogby fyr	150904	9	Pardosa sp	m	subad	3	2	0.5	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Spindel_354	Hogby fyr	150904	9	Pardosa sp	f	subad	5	5	0.7	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_355	Hogby fyr	150904	9	Pardosa sp	f	subad	4	4	0.9	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Spindel_356	Rohalla	150904	9	Pardosa sp	f	subad	4	4	0.5	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_357	Rohalla	150904	9	Pardosa sp	f	subad	2	2	0.6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_358	Rohalla	150904	9	Pardosa sp	f	subad	1	1	0.6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_359	Rohalla	150904	9	Pardosa sp	f	subad	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_360	Rohalla	150904	9	Pardosa sp	f	subad	1	1	0.6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_361	Rohalla	150904	9	Pardosa sp	m	subad	1	1	0.6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_362	Rohalla	150904	9	Pardosa sp	m	subad	2	1	0.4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_363	Rohalla	150904	9	Pardosa sp	f	subad	2	2	0.9	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_364	Rohalla	150904	9	Pardosa sp	x	juv	2	2	0.6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_365	Rohalla	150904	9	Pardosa agricola	f	ad	1	1	1.2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_366	Rohalla	150904	9	Pardosa agricola	f	ad	2	2	1.1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_367	Rohalla	150904	9	Pardosa sp	f	subad	2	2	0.5	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_368	Rohalla	150904	9	Pardosa sp	m	subad	2	2	0.8	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_369	Rohalla	150904	9	Pardosa sp	x	juv	1	1	0.6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_370	Rohalla	150904	9	Pardosa sp	f	subad	1	1	0.7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_371	Rohalla	150904	9	Pardosa sp	f	subad	1	1	0.5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_372	Rohalla	150904	9	Pardosa sp	m	subad	3	3	0.5	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_373	Rohalla	150904	9	Pardosa sp	f	subad	2	2	0.9	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_374	Rohalla	150904	9	Pardosa sp	x	juv	3	3	0.6	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spindel_375	Rohalla	150904	9	Pardosa sp	x	juv	3	3	0.9	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_376	Rohalla	150904	9	Pardosa sp	m	subad	2	2	0.6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_377	Rohalla	150904	9	Pardosa sp	f	subad	2	2	0.7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_378	Rohalla	150904	9	Pardosa sp	x	juv	1	1	0.6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_379	Rohalla	150904	9	Pardosa sp	x	juv	1	1	0.5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_380	Rohalla	150904	9	Pardosa sp	m	subad	2	2	0.5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_381	Borga hage	151003	10	Pardosa sp	x	juv	2	2	0.05	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Spindel_382	Borga hage	151003	10	Pardosa sp	x	juv	1	1	0.05	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_383	Rohalla	150803	8	Pardosa sp	f	subad	2	2	0.3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Spindel_384	Rohalla	150803	8	Pardosa sp	f	subad	1	1	0.4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spindel_385	Rohalla	150803	8	Pardosa sp	m	subad	2	2	0.3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
