Method,Island,Habitat,Microhabitat,Year,Order,ID,Date Collected ,Extraction ID,Extr_ID2,No. Individuals,Length_mm,Sterilized,Source,Isotope_ID
Fogging,Cooper,CN,Canopy,2017,Araneae ,Scytodes longipes,8/2/17,SCY4,,3,4.3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.4,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.1,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.2,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.2,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.6,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY7,,9,2.2,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY8,,6,3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY8,,6,3.9,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY8,,6,3.1,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY8,,6,3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY8,,6,2.6,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY8,,6,3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY9,,5,4.3,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY9,,5,4.4,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY9,,5,3.5,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY9,,5,4.4,NA,FIELD,NA
Fogging,Cooper,PF,Canopy,2017,Araneae ,Scytodes longipes,8/3/17,SCY9,,5,3.7,NA,FIELD,NA
Hand,Cooper,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/18/17,SME1,,2,4.2,NA,FIELD,NA
Hand,Cooper,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/18/17,SME1,,2,3.9,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME10,,2,6,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME10,,2,6.1,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME11,,2,5.6,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME11,,2,5.8,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME12,,2,5.1,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME12,,2,4.9,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME13,,2,5.7,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME13,,2,5.3,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME14,,2,5.9,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME14,,2,5.6,NA,FIELD,NA
Hand,Cooper,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/18/17,SME2,,3,4.9,NA,FIELD,NA
Hand,Cooper,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/18/17,SME2,,3,5.1,NA,FIELD,NA
Hand,Cooper,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/18/17,SME2,,3,4.5,NA,FIELD,NA
Hand,Cooper,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/18/17,SME3,,2,6,NA,FIELD,NA
Hand,Cooper,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/18/17,SME3,,2,6.4,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Smeringopus pallidus,7/27/17,SME5,,3,3.5,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Smeringopus pallidus,7/27/17,SME5,,3,4.6,NA,FIELD,NA
Fogging,North Fighter,PF,Canopy,2017,Araneae ,Smeringopus pallidus,7/27/17,SME5,,3,4.1,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME6,,2,4.3,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME6,,2,3.9,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME7,,2,4.8,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME7,,2,3.8,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME8,,2,5.2,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME8,,2,4,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME9,,3,5.1,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME9,,3,4.5,NA,FIELD,NA
Hand,North Fighter,PF,Understory,2017,Araneae ,Smeringopus pallidus,8/19/17,SME9,,3,4.7,NA,FIELD,NA
